assetid,assetname,location,cloud,dt,batch,epo,remarks
TKMB16061H82,"手机 华为 P9 Plus（全网通移动联通电信4G/RAM 4GB/ROM 128G/高配版/琥珀灰) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB160903S5,"手机 华为 P9 Plus（全网通移动联通电信4G/RAM 4GB/ROM 64G/标配版/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1610032A,"手机 华为 P9（全网通移动联通电信4G/RAM 3GB/ROM 32G/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB161004KA,"手机 华为 P9 Plus（全网通移动联通电信4G/RAM 4GB/ROM 64G/标配版/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB161107K0,"手机 华为 P9 Plus（全网通移动联通电信4G/RAM 4GB/ROM 64G/标配版/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB16120867,"手机 华为 Mate 9（全网通4G/双卡双待/4GB+64GB版/颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB1702006E,"手机 华为 Mate 9（MHA-AL00)(TD-LTE/FDD-LTE/32GB/颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1702007K,"手机 华为 荣耀Magic（移动联通电信4G/双卡双待双通/4GB+64GB/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1703010S,"手机 华为 Mate 9 pro(TD-LTE/FDD-LTE/64GB/颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB17040130,"手机 华为 荣耀8（移动联通电信4G/RAM 4GB/ROM 64G/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB170501SS,"手机 华为 P10 plus( 移动联通电信4G/双卡双待/ 6GB+128GB/颜色随机) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB17050286,"手机 华为 Mate 9（MHA-AL00)(TD-LTE/FDD-LTE/32GB/颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB17070296,"手机 华为 荣耀畅玩6A(全网通4G/RAM 2GB/ROM 16GB/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB17080231,"手机 华为 nova 2 Plus（移动联通电信4G/4GB+128GB/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB170802S7,"手机 华为 P10 plus( 移动联通电信4G/双卡双待/ 6GB+128GB/曜石黑) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB170901AS,"手机 魅族 PRO 7 Plus（移动联通电信4G/6GB+64GB/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB17090358,"手机 华为 P10 plus( 移动联通电信4G/双卡双待/ 6GB+64GB/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB18010409,"京东-OPPO R11s 全面屏双摄拍照手机 全网通4G+64G 双卡双待手机 香槟色(5638334)",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB18010445,"手机 google Pixel XL 2（W 联通4G/RAM 4GB/ROM 32GB/美版/颜色随机） Pcs",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB18010471,"京东-OPPO R11s 全面屏双摄拍照手机 全网通6G+128G 双卡双待手机 香槟色高配版(5897270)",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB18030063,"京东-小米 红米4A 2+16GB 深空灰 全网通版(12553694715)",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB1803006K,"京东-小米 红米4A 2+16GB 深空灰 全网通版(12553694715)",a1,NULL,NULL,290,NULL,NULL
TKMB1803009F,"京东-华为 HUAWEI P10 Plus 6GB+64GB 钻雕蓝 移动联通电信4G手机 双卡双待(3893487)",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180300A9,"京东-华为 nova 移动联通电信 智能手机 双卡双待 玫瑰金 全网通4G(4G RAM+64G ROM)(11356807693)",a1,NULL,NULL,290,NULL,NULL
TKMB180300F0,"京东-华为 HUAWEI P10 Plus 6GB+64GB 曜石黑 移动联通电信4G手机 双卡双待(4483072)",a1,NULL,NULL,290,NULL,NULL
TKMB180300F5,"京东-【新年货】荣耀 畅玩7X 4GB+64GB 全网通4G全面屏手机 高配版 铂光金(5663898)",a1,NULL,NULL,290,NULL,NULL
TKMB180300F9,"京东-【新年货】荣耀 畅玩7X 4GB+64GB 全网通4G全面屏手机 高配版 铂光金(5663898)",a1,NULL,NULL,290,NULL,NULL
TKMB180300KA,"京东-努比亚(nubia)【6+64GB】Z17mini 雅黑色 移动联通电信4G手机 双卡双待(4746262)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180300KK,"京东-华为 HUAWEI Mate 10 Pro 全网通 6GB+64GB 摩卡金 移动联通电信4G手机 双卡双待(5826236)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180301E7,"京东-三星 Galaxy S8+（SM-G9550）4GB+64GB 烟晶灰 移动联通电信4G手机 双卡双待(4938556)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180301H6,"京东-华为 HUAWEI P10 全网通 4GB+64GB 曜石黑 移动联通电信4G手机 双卡双待(4483094)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1803035F,"京东-华为 HUAWEI nova 青春版 4GB+64GB 樱语粉 移动联通电信4G手机 双卡双待(3893501)",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB18030367,"京东-华为畅享7 Plus 3GB+32GB 香槟金 移动联通电信4G手机 双卡双待(4093553)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1803036S,"京东-荣耀9 全网通 高配版 6GB+64GB 幻夜黑 移动联通电信4G手机 双卡双待(4538875)",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB18030460,"京东-【送水晶项链】vivo X20 Plus 全面屏双摄拍照手机 4GB+64GB 磨砂黑 移动联通电信全网通4G手机 双卡双待(6022742)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180304HE,"京东-华为 HUAWEI P10 全网通 4GB+64GB 钻雕蓝 移动联通电信4G手机 双卡双待(3893493)",a1,NULL,NULL,290,NULL,NULL
TKMB18030505,"京东-华为 P9 全网通 3GB+32GB版 流光金 移动联通电信4G手机 双卡双待(2600210)",a1,NULL,NULL,290,NULL,NULL
TKMB1803067H,"手机 vivo Y67L （4G+32G移动定制全网通版 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1803068A,"手机 vivo Y66L（3GB+32GB移动全网通 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB18030715,"手机 华为 Mate 8(3GB+32GB全网通 颜色随机) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1803072A,"手机 OPPO R9 （4GB+64GB 全网通4G/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB18030739,"京东-华为 HUAWEI nova 2 Plus 4GB+128GB 草木绿 移动联通电信4G手机 双卡双待(5007548)",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180307EH,"手机 OPPO R9 PLUS（（4GB+64GB 全网通4G/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180307SH,"手机 华为 荣耀V9PLUS全网通高配版(4G+32G 颜色随机) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180307SS,"手机 vivo Y75（4GB+32GB全网通4G 颜色随机) Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB18030809,"手机 vivo X9s plus L（4GB+64GB 移动定制版全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180400ER,"手机 三星 S8（移动联通电信4G/双卡双待/4GB+64GB/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180400NA,"京东-vivo X20 全面屏手机 全网通 4GB+64GB 磨砂黑 移动联通电信4G手机 双卡双待(5025991)",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180401E4,"手机 小米 小米红米note3（3GB+32GB/自行采购） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180401F0,"手机 vivo vivo Y937（电信4G/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180401HS,"手机 华为 华为荣耀畅玩4X移动版(1GB+8GB/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB18040225,"京东-小米 红米4A 2+16GB 香槟金  全网通版(11456152267)",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB18040241,"手机 OPPO A73T （4GB+32GB移动定制全网通 双卡双待/颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB1804026R,"手机 华为 nova 2 Plus （4G+64G移动定制版 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180402P8,"手机 小米 小米 MIX2S（移动联通电信4G/6GB+128GB/黑色） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180402RX,"手机 vivo Y67L （4G+32G移动定制全网通版 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180402RY,"手机 小米（MI） 小米6 全网通 6GB+64GB 移动联通电信4G手机 双卡双待 Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1805000A,"京东-小米Max2 全网通 4GB+64GB 黑色 移动联通电信4G手机 双卡双待(5159272)",a1,,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB1805014M,"手机 vivo Y66I A（3G+32G全网通4G 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180501L1,"京东-vivo Xplay6 全网通6GB+64GB 移动联通电信4G手机 双卡双待 磨砂黑(12858797392)",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB180501L9,"京东-Meitu 美图M8s（MP1709）Hello Kitty 限量版 自拍美颜 全网通 移动联通电信4G手机(5378695)",a1,NULL,NULL,290,NULL,NULL
TKMB180501LW,"京东-三星 Galaxy S8（SM-G9500）4GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待(4120319)",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB18050201,"手机 vivo Y923（1G+8G电信4G/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB18060009,"手机 vivo X9s L（4GB+64GB 移动定制版全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB18060017,"手机 OPPO R9S(6GB+64GB 移动定制全网4G/颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1806001L,"手机 vivo X7 Plus（移动联通电信4G/RAM 4GB/ROM 64G/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1806001N,"手机 OPPO R9（移动联通电信4G/双卡双待/4GB RAM/64GB/颜色随机） Pcs",a1,NULL,NULL,NULL,NULL,NULL
TKMB1806002R,"手机 vivo x20 plus(全网通/4GB+64GB/颜色随机) Pcs",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB1806003R,"手机 vivo Y67 全网通（4GB+64GB/全网通/双卡双待/颜色随机) 台",a1,NULL,NULL,290,NULL,NULL
TKMB1806008W,"京东-魅族 15 全面屏手机 全网通公开版 4GB+64GB 砚黑 移动联通电信4G手机 双卡双待(7012230)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1806009P,"京东-小米 红米 4X 全网通版 3GB+32GB 香槟金 移动联通电信4G手机(4510572)",a1,NULL,NULL,290,NULL,NULL
TKMB180600EW,"手机 华为 P9 Plus（VIE-AL10/ 4+64G/全网通 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180600G5,"手机 vivo X20 （4GB+64GB 全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB180600G6,"手机 vivo X20 （4GB+64GB 全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180600GF,"手机 vivo X20 （4GB+64GB 全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180600M6,"京东-华为 HUAWEI nova 青春版 4GB+64GB 珍珠白 移动联通电信4G手机 双卡双待(5544080)",a1,NULL,NULL,290,NULL,NULL
TKMB180600MW,"京东-小米Max2 全网通 4GB+128GB 金色 移动联通电信4G手机 双卡双待(5159244)",a1,NULL,NULL,290,NULL,NULL
TKMB180600NN,"京东-荣耀V9 Play 手机 全网通4G 双卡双待 铂光金（4G+32G）(16297121279)",a1,NULL,NULL,290,NULL,NULL
TKMB180600PT,"京东-努比亚nubia Z17 无边框 曜石黑 6GB+64GB 全网通 移动联通电信4G手机 双卡双待(4220709)",a1,NULL,NULL,NULL,NULL,NULL
TKMB180600RL,"手机 华为 畅享6（2G+16G全网通 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180600TN,"手机 OPPO A37M （2GB+16GB全网通4G手机 双卡双待/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180600TY,"手机 OPPO A37M （2GB+16GB全网通4G手机 双卡双待/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180600X3,"手机 OPPO A37M （2GB+16GB全网通4G手机 双卡双待/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180600Y1,"京东-三星 Galaxy S9（SM-G9600/DS）4GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待(6577511)",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB1806010G,"京东-华为畅享8 全面屏三卡槽 3GB+32GB 金色 全网通版 移动联通电信4G手机 双卡双待(6755970)",a1,NULL,NULL,290,NULL,NULL
TKMB1806010M,"京东-小米Max2 全网通 4GB+32GB 金色 移动联通电信4G手机 双卡双待(5114911)",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB1806013A,"手机 OPPO R9s Plus（移动联通电信4G/双卡双待/6GB+64GB/颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB1806013W,"手机 OPPO R9s Plus（移动联通电信4G/双卡双待/6GB+64GB/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB18060142,"手机 华为 P8青春版(2G+16G 电信版 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB18060144,"手机 华为 荣耀9（6G+64G/高配全网通双卡双待/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1806015M,"手机 华为 荣耀 畅玩5C（移动4G/RAM 2GB/ROM 16GB/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1806015P,"手机 华为 荣耀 畅玩4C(CHM-TL00)（移动4G/TD-LTE/定制版/16G/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB18060173,"手机 华为 mate 10 pro（移动联通电信4G/6GB+128GB/颜色随机） Pcs",a1,NULL,NULL,NULL,NULL,NULL
TKMB1806017M,"手机 三星 S8（移动联通电信4G/双卡双待/4GB+64GB/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1806017N,"手机 vivo Y53L(2GB+16GB移动全网通4G 双卡双待 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1806017X,"手机 华为 P20 Pro（移动联通电信4G/6GB +128GB/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180601L5,"手机 vivo XPLAY5A（4GB+128GB 全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180601LL,"手机 vivo Y66L（3GB+32GB移动全网通 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180601LY,"手机 vivo Y66I A（3G+32G全网通4G 颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180601M9,"手机 小米 米5（全网通移动联通电信版/3GB RAM/64G/高配版/颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180601ME,"手机 vivo Y66I A（3G+32G全网通4G 颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180601MM,"手机 华为 麦芒4 （3GB+32G全网通 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180601MP,"手机 小米 小米6（移动联通电信4G/双卡双待/6GB+128GB/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180601N9,"手机 vivo Y66L（3GB+32GB移动全网通 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180601PX,"手机 华为 P9（3G+32G联通标准4G版 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180601RE,"手机 小米 6X（ 全网通/6GB+128GB/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180601W0,"手机 小米 红米4X（2GB+16GB全网通 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180601W1,"手机 小米 红米4X（2GB+16GB全网通 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180601WF,"手机 小米 6X（ 全网通/6GB+128GB/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180601Y7,"手机 vivo Y66 （3GB+32GB 全网通4G 颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180601Y9,"手机 vivo Y66I A（3G+32G全网通4G 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180601YA,"手机 vivo Y66L（3GB+32GB移动全网通 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180601YX,"手机 三星 Galaxy J7（1.5G+16G移动4G/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB18060204,"手机 华为 Mate 9（全网通4G/双卡双待/6GB+128GB版/颜色随机） Pcs",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB18060206,"手机 OPPO A77(移动联通电信4G/RAM 3G+ROM 32G/颜色随机) Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB1806020A,"手机 vivo Y66L（3GB+32GB移动全网通 颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB1806021X,"手机 小米 MIX（4G+128G全网通/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB18060223,"手机 360 N5（全网通/6G+32G/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1806022P,"手机 华为 P10 plus( 移动联通电信4G/双卡双待/ 6GB+128GB/颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB18060237,"手机 华为 荣耀V10（BKL-AL20/6+128G/全网通/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1806023J,"手机 努比亚 Z11（移动联通电信4G/RAM 4GB/ROM 64G/颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1806023L,"手机 vivo Y67L （4G+32G移动定制全网通版 颜色随机) Pcs",a1,,NULL,290,NULL,NULL
TKMB1806023R,"手机 vivo Y67L （4G+32G移动定制全网通版 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1806023W,"手机 vivo Y67L （4G+32G移动定制全网通版 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB18060249,"手机 华为 荣耀8 青春版（4G+32G全网通/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1806024W,"手机 vivo Y67L （4G+32G移动定制全网通版 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB18060253,"手机 华为 荣耀8 青春版（4G+32G全网通/颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB18060284,"手机 vivo Y75A(4GB+32GB全网通主副卡可自由切换 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1806028R,"手机 OPPO A57 （3GB+32GB全网通4G 双卡双待/颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB18060290,"手机 vivo Y75（4GB+32GB全网通4G 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB18060292,"手机 华为 畅享7PLUS移动（3G+32G移动全网通 颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB18060293,"手机 金立 F5(4G+32G全网通 颜色随机） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB18060299,"手机 vivo X9i（4GB+64GB 全网通4G手机 双卡双待 颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180602A0,"手机 华为 荣耀8（4GB+64GB全网通版/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602AM,"手机 vivo Y67（4GB+32GB全网通4G 颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602AT,"手机 华为 荣耀Note8（EDI-AL10/全网通/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602P2,"手机 华为 荣耀V8（KNT-AL20/高配版/全网通/4G+64G/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602P4,"手机 vivo vivo X9s（全网通/4GB+64GB/颜色随机） Pcs",a1,,NULL,290,NULL,NULL
TKMB180602PA,"手机 vivo Y67（4GB+32GB全网通4G 颜色随机) Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180602PL,"手机 vivo X9s L（4GB+64GB 移动定制版全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602PX,"手机 vivo vivo X9s（全网通/4GB+64GB/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602PY,"手机 OPPO R9S(6GB+64GB 移动定制全网4G/颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602R4,"手机 vivo X7 （4GB+64GB 全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602R6,"手机 vivo X7 Plus（移动联通电信4G/RAM 4GB/ROM 64G/颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180602R7,"手机 vivo X7 （4GB+64GB 全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602R8,"手机 vivo Y79A（4GB+64GB 全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB180602W0,"手机 华为 荣耀8（4GB+64GB全网通版/颜色随机） Pcs",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB180602W7,"手机 小米 5S(全网通/RAM 3GB/ROM 64GB/颜色随机) Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180602WX,"手机 vivo X7 Plus（移动联通电信4G/RAM 4GB/ROM 64G/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180700E8,"京东-vivo NEX 零界全面屏AI双摄游戏手机 6GB+128GB 星钻黑 移动联通电信全网通4G手机 双卡双待(7643011)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180700F8,"京东-荣耀 畅玩7X 4GB+32GB 全网通4G全面屏手机 标配版 铂光金(5663902)",a1,NULL,NULL,290,NULL,NULL
TKMB1807015A,"手机 vivo VIVO Y923（1GB+8GB 电信4G移动2G联通2G 颜色随机/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1807015W,"手机 vivo VIVO Y923（1GB+8GB 电信4G移动2G联通2G 颜色随机/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB18070168,"手机 小米 HM NOTE 1LTE(2GB+16GB 双卡/增强版/移动4G/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB18070177,"手机 美图 MP1512（4GB+64GB 全网通4G手机 颜色随机/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1807017G,"手机 努比亚 NX569H（Z17mini 6GB+64GB 全网通4G 手机 双卡双待/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1807017L,"手机 魅族 M3X（3GB+32GB/4GB+64GB 全网通 颜色随机/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1807017M,"手机 魅族 M3X（3GB+32GB/4GB+64GB 全网通 颜色随机/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1807018N,"手机 三星 SM-J5108（2GB+16GB 移动联通4G手机 颜色随机/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180701A9,"手机 三星 三星？S9+（6GB+128GB 谜夜黑 移动联通电信4G手机 双卡双待/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180701AX,"手机 三星 SM-N9100 ( 3GB+16GB 移动联通双4G 颜色随机/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180701NG,"京东-小米 红米6  全网通版 3GB内存 铂银灰 32GB 移动联通电信4G手机 双卡双待(7651927)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180701NP,"京东-小米 红米6 Pro 全网通版 3GB内存 曜石黑 32GB 移动联通电信4G手机 双卡双待(7437560)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180701P7,"手机 OPPO R8205（2GB+16GB 电信4G手机 颜色随机/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180701PW,"手机 华为 荣耀 6 PLUS高配版电信4G[（PE-CL00/高配版/电信4G）(3G+32G/自行采购)] Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1807029P,"手机 三星 galaxy s8+（全网通4G/4+64G/颜色随机/美版） Pcs",a1,NULL,NULL,NULL,NULL,NULL
TKMB1808019R,"手机 小米（MI） 小米6 全网通 6GB+64GB 移动联通电信4G手机 双卡双待 Pcs",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB180900R3,"手机 小米 红米Note5（移动4G+全网通版/4GB+64GB/颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180900RE,"京东-三星 Galaxy S9+（SM-G9650/DS）6GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待(6405876)",b2,wechat_small_game,"2020-09-28 00:00:00",2,sh->sz,NULL
TKMB180900Y9,"京东-华为畅享8 全面屏三卡槽 4GB+64GB 金色 全网通高配版 移动联通电信4G手机 双卡双待(6737464)",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180901A0,"手机 vivo X9s plus L（4GB+64GB 移动定制版全网通4G手机 双卡双待 颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB181001M8,"京东-【千玺代言】华为新品  HUAWEI nova 3全面屏高清四摄游戏手机 海报级自拍 6GB+64GB 浅艾蓝 全网通双卡双待(8486629)",NULL,NULL,NULL,NULL,NULL,NULL
